Title,Alternative Title,Description,Language,Display Note,B1G Language,Creator,Creator ID,Publisher,Provider,Resource Class,Resource Type,Subject,Theme,Keyword,Temporal Coverage,Date Issued,Index Year,Date Range,Spatial Coverage,Geometry,Bounding Box,Centroid,Georeferenced,GeoNames,Relation,Member Of,Is Part Of,Source,Is Version Of,Replaces,Is Replaced By,Rights,Rights Holder,License,Access Rights,Format,File Size,WxS Identifier,B1G Image,ID,Identifier,Code,Accrual Method,Accrual Periodicity,Date Accessioned,Date Retired,Status,Publication State,Suppressed Record,Child Record,Mediator,Access,Created At,Updated At,Documentation,Download,FeatureServer,FGDC,Harvard Download,HTML,IIIF,ImageServer,Information,ISO19139,Manifest,MapServer,MODS,oEmbed,Index Map,TileServer,WCS,WFS,WMS,COG,PMTiles,XYZ Tiles,WMTS,TileJSON,Tile Map Service
Dams under the Jurisdiction of the Indiana Department of Natural Resources: Indiana,"",A data set showing the locations of dams in Indiana that are under the jurisdiction of the Indiana Department of Natural Resources.,eng,"","",Indiana. Department of Natural Resources. Division of Water,fst01825975,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Inland waters,Floods|Hydrology|Dams|2022-creator-sprint,2016,2016-02-22,2016,2016-2016,Indiana,"POLYGON((-88.0336 41.7593, -84.7417 41.7593, -84.7417 37.7866, -88.0336 37.7866, -88.0336 41.7593))","-88.0336,37.7866,-84.7417,41.7593","39.77295,-86.38765000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Infrastructure/Dams_IDNR.png,786c9488-a4bd-4547-b2ae-98269ca50ffd,786c9488-a4bd-4547-b2ae-98269ca50ffd,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:22 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Infrastructure/Dams_IDNR.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
"Density of sinkholes per square kilometer in southern Indiana and Kentucky, Derived from the 2011 Sinkhole Inventory: Indiana","",This raster file was created to display in a geographic information systems (GIS) the density in square kilometers of mapped and modeled (indirectly mapped) sinkhole locations in southern Indiana and Kentucky.,eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Raster data,State government records,Geology|Location|Elevation,Geology|2022-creator-sprint,2011,2011-12-09,2011,2011-2011,Indiana,"POLYGON((-88.5203 39.6924, -82.5442 39.6924, -82.5442 36.5309, -88.5203 36.5309, -88.5203 39.6924))","-88.5203,36.5309,-82.5442,39.6924","38.11165,-85.53225",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,GeoTIFF,,,http://maps.indiana.edu/images/Hydrology/Karst_Sinkhole_Density_2011.png,137c60b1-760f-40a2-b21c-e2e89669b068,137c60b1-760f-40a2-b21c-e2e89669b068,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:33 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Hydrology/Karst_Sinkhole_Density_2011.zip,,,,,,,http://maps.indiana.edu/previewMaps/Hydrology/Karst_Sinkhole_Density_2011.html,,,,,,,,,,,,,,,,
Depth Ranges of the Colchester Coal Member: Indiana,"","In the past a series of reports on coal resources of selected counties in Indiana were published as part of the Special Report series of the Indiana Geological Survey. These reports included maps showing extent of the Colchester Coal Member (Linton Formation, Pennsylvanian). The extent maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that are included in the files of the Indiana Geological Survey. Since 1980, staff members of the Indiana Geological Survey (IGS) have also collected and entered coal resource information into the NCRDS Database as a cooperative project with the U.S. Geological Survey (USGS). The purpose of NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information, including coal location, extent, and other parameters. Based on all available NCRDS and PDMS data and data provided by Phil Ames from the Peabody Coal Company as of August 2014, a new map of Colchester Coal Member extent was created. It is the most current extent map of the Colchester Coal Member. Because additional data on coal extent are obtained by the Indiana Geological Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,|2022-creator-sprint,2014,2014-10-11,2014,2014-2014,Indiana,"POLYGON((-88.1286 39.9239, -87.0871 39.9239, -87.0871 38.7705, -88.1286 38.7705, -88.1286 39.9239))","-88.1286,38.7705,-87.0871,39.9239","39.3472,-87.60785000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Colchester_Depth.png,91cbbd57-170e-4220-b86d-d359d1160d61,91cbbd57-170e-4220-b86d-d359d1160d61,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Geology/Coal_Colchester_Depth.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
Depth Ranges of the Hymera Coal Member: Indiana,"","In the past a series of reports on coal resources of selected counties in Indiana were published as part of the Special Report series of the Indiana Geological Survey. These reports included maps showing extent of the Hymera Coal Member (Dugger Formation, Pennsylvanian). The extent maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that are included in the files of the Indiana Geological Survey.  Since 1980, staff members of the Indiana Geological Survey (IGS) have also collected and entered coal resource information into the NCRDS Database as a cooperative project with the U.S. Geological Survey (USGS). The purpose of NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information, including coal location, extent, and other parameters. Based on all available NCRDS data and data provided by Phil Ames from the Peabody Coal Company as of April 2014, a new map of Hymera Coal Member extent was created. It is the most current extent map of the Hymera Coal Member. Because additional data on coal extent are obtained by the Indiana Geological Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,|2022-creator-sprint,2014,2014-04-11,2014,2014-2014,Indiana,"POLYGON((-88.1286 39.9239, -87.0871 39.9239, -87.0871 38.7705, -88.1286 38.7705, -88.1286 39.9239))","-88.1286,38.7705,-87.0871,39.9239","39.3472,-87.60785000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Springfield_Thickness.png,3e6c170b-84c0-4b89-a57f-22479c264ed3,3e6c170b-84c0-4b89-a57f-22479c264ed3,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Geology/Coal_Hymera_Depth.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
Depth Ranges of the Seelyville Coal Member: Indiana,"","In the past a series of reports on coal resources of selected counties in Indiana was published as part of the Special Report series of the Indiana Geological Survey (IGS). These reports included maps showing depth of the Seelyville Coal Member (Linton Formation, Pennsylvanian). The depth maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that are included in the files of the Indiana Geological Survey. Different depth ranges were used in the various counties and for different purposes.  Since 1980, staff members of the Indiana Geological Survey have also collected and entered coal resource information into the NCRDS database as a cooperative project with the U.S. Geological Survey (USGS). The purpose of the NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information, including coal location, thickness, depth, and other parameters. Based on all available data as of October 2010, a new map of Seelyville Coal Member depth was created. It is the most current depth map of the Seelyville Coal Member. Because additional data on coal depth are obtained by the Indiana Geological Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,|2022-creator-sprint,2011,2011-08-15,2011,2011-2011,Indiana,"POLYGON((-88.1286 39.9239, -87.0871 39.9239, -87.0871 38.7705, -88.1286 38.7705, -88.1286 39.9239))","-88.1286,38.7705,-87.0871,39.9239","39.3472,-87.60785000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Seelyville_Depth.png,969ee09c-7a52-41a7-b74d-0107ec7e961f,969ee09c-7a52-41a7-b74d-0107ec7e961f,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Geology/Coal_Seelyville_Depth.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
"Depth to the Danville Coal Member (Dugger Formation, Pennsylvanian System), Derived from Coal Availability Investigations: Indiana","","In the past a series of reports on coal resources of selected counties in Indiana was published as part of the Special Report series of the Indiana Geological Survey (IGS). These reports included maps showing depth of the Danville Coal Member (Dugger Formation, Pennsylvanian). The depth maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that are included in the files of the Indiana Geological Survey. Different depth ranges were used in the various counties and for different purposes. Since 1980, staff members of the Indiana Geological Survey have also collected and entered coal resource information into the NCRDS database as a cooperative project with the U.S. Geological Survey (USGS). The purpose of the NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information, including coal location, thickness, depth, and other parameters. Based on all available data as of October 2010, a new map of Danville Coal Member depth was created. It is the most current depth map of the Danville Coal Member. Because additional data on coal depth are obtained by the Indiana Geological Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,Geology|2022-creator-sprint,2011,2011-08-15,2011,2011-2011,Indiana,"POLYGON((-88.1286 39.9239, -87.0871 39.9239, -87.0871 38.7705, -88.1286 38.7705, -88.1286 39.9239))","-88.1286,38.7705,-87.0871,39.9239","39.3472,-87.60785000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Danville_Depth.png,59484b00-b81c-4c2a-af80-9cd7a6898a4a,59484b00-b81c-4c2a-af80-9cd7a6898a4a,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Geology/Coal_Danville_Depth.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
"Depth to the Springfield Coal Member (Carbondale Formation, Pennsylvanian System), Derived from Coal Availability Investigations: Indiana","","In the past a series of reports on coal resources of selected counties in Indiana was published as part of the Special Report series of the Indiana Geological Survey (IGS). These reports included maps showing depth of the Springfield Coal Member (Petersburg Formation, Pennsylvanian). The depth maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that are included in the files of the Indiana Geological Survey. Different depth ranges were utilized in the various counties and for different purposes. Since 1980, staff members of the Indiana Geological Survey (IGS) have also collected and entered coal resource information into the NCRDS database as a cooperative project with the U.S. Geological Survey (USGS). The purpose of the NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information, including coal location, thickness, depth, and other parameters. Based on all available data as of October 2010, a new map of Springfield Coal Member depth was created. It is the most current depth map of the Springfield Coal Member. Because additional data on coal depth are obtained by the Indiana Geological Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,Geology|2022-creator-sprint,2011,2011-01-15,2011,2011-2011,"Indiana|West Lafayette, Indiana","POLYGON((-88.1286 39.9239, -87.0871 39.9239, -87.0871 38.7705, -88.1286 38.7705, -88.1286 39.9239))","-88.1286,38.7705,-87.0871,39.9239","39.3472,-87.60785000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Springfield_Depth.png,780e1232-b5b1-49e1-b665-8fcbd9e309c0,780e1232-b5b1-49e1-b665-8fcbd9e309c0,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Geology/Coal_Springfield_Depth.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
Districts and Representatives for the 115th Congress: Indiana,"","This data set shows Indiana's nine district boundaries (redistricted boundaries were adopted in May 2011 until 2021) for the 115th U.S. Congress and provides the name, party affiliation, and additional contact information for each of the representatives. The 115th U.S. Congress, Session I began on January 3, 2017.  NOTE: A new Congress begins at noon January 3 of each odd-numbered year following a general election, unless it designates a different day by law. A Congress lasts for two years, with each year constituting a separate session.  NOTE: Redistricting of all Indiana legislative boundaries were adopted in May 2011, and will be used from 2011 through 2021. Republicans who controlled the Indiana House and Senate from the 117th General Assembly oversaw the drawing of new maps in the Spring of 2011 for all 100 state house and 50 state senate districts and Indiana's nine congressional seats. New political districts are drawn every 10 years to incorporate information from the latest U.S. Census.",eng,"","",United States. Bureau of the Census,fst00580803,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Boundaries,|2022-creator-sprint,2017,2017-01-03,2017,2017-2017,Indiana,"POLYGON((-88.0972 41.7734, -84.6884 41.7734, -84.6884 37.7606, -88.0972 37.7606, -88.0972 41.7734))","-88.0972,37.7606,-84.6884,41.7734","39.766999999999996,-86.3928",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Government/Congress_113th_Districts.png,205a6d10-1ea4-45e4-b149-ff68e63d6507,205a6d10-1ea4-45e4-b149-ff68e63d6507,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:56 -0600,,http://maps.indiana.edu/download/Government/Congress_115th_Districts.zip,,,,,,,http://maps.indiana.edu/previewMaps/Government/Congress_115th_Districts.html,,,,,,,,,,,,,,,,
Earthquake Paleoliquefaction Sites: Indiana,"","EARTHQUAKE_LIQUEFACTION_IN is a point shapefile that shows sites where paleoliquefaction features have been identified in the field by Pat Munson of the Indiana Geological Survey and by archeologists of the Department of Anthropology, Indiana University, Bloomington. The ages of the features, which were determined by radiocarbon dating, dating of associated archaeological artifacts, and flood plain stratigraphy are all within 20,000 years before present.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Geology,Earthquakes|2022-creator-sprint,2003,2003-03-04,2003,2003-2003,"Indiana|Tippecano County, Indiana|Wabash River, Indiana","POLYGON((-88.0933 40.0339, -85.7365 40.0339, -85.7365 37.846, -88.0933 37.846, -88.0933 40.0339))","-88.0933,37.846,-85.7365,40.0339","38.939949999999996,-86.9149",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Seismic_Earthquake_Liquefaction.png,cd501ee3-c47f-46ff-abae-5bfe9e997092,cd501ee3-c47f-46ff-abae-5bfe9e997092,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:22 -0500,2023-01-26 11:55:57 -0600,,http://maps.indiana.edu/download/Geology/Seismic_Earthquake_Liquefaction.zip,,,,,,,http://maps.indiana.edu/previewMaps/Geology/Seismic_Earthquake_Liquefaction.html,,,,,,,,,,,,,,,,
"Ecoregions, Levels III and IV, Indiana: Indiana","","The following is excerpted from the metadata for OHIN_ECO:  ""The ecoregions shown here have been derived from Omernik (1987) and fr refinements of Omernik's framework that have been made for other projects. These ongoing or recently completed projects, conducted in collaboration with the U.S. EPA regional offices and with state resource management agencies, involve refining ecoregions, defining subregions, and locating sets of reference sites.  Designed to serve as a spatial framework for environmental resource management, ecoregions denote areas within which ecosystems (and the type, quality, and quantity of environmental resources) are generally similar.  The most immediate needs are to develope regional biological criteria and water quality standards and to set management goals for nonpoint source pollution.  The approach used to compile this map is based on the premise that ecological regions can be identified through the analysis of the patterns and the composition of biotic and abiotic phenomena that affect or reflect differences in ecosystem quality and integrity (Wiken 1986; Omernik 1987, 1995).  These phenomena include geology, physiography, vegetation, climate, soils, land use, wildlife,  and hydrology.  The relative importance of each characteristic varies from one ecological region to another regardless of the hierarchical level.  Because of possible confusion with other meanings of terms for different levels of ecologic regions, a Roman numeral classification scheme has been adopted for this effort.  Level I is the coarsest level, dividing North America into nine ecological regions whereas at Level II the continent is subdivided into 32 classes.  Level III is the hierarchical level shown on this map. For portions of the United States the ecoregions have been further subdivided to level IV.  The applications of the ecoregions are explained in Gallant et al. (1989) and in reports and publications from the state and regional projects.  For additional information, contact James M. Omernik, U.S. EPA National Health and Environmental Effects Laboratory (NHEERL), 200 SW 35th St., Corvallis, OR 97333 (phone: 541-754-4458).""",eng,"","","Gerber, T. D.|Indiana. Geological Survey|J. Omernik|S. Azevedo|W. Hosteter|Woods, Alan J. (Alan James)",fst02013906|fst00537164|null|null|null|fst02013749,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Biology,Ecology|2022-creator-sprint,2003,2003-12-16,2003,2003-2003,"Indiana|West Lafayette, Indiana","POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Environment/Ecology_Ecoregions.png,643a90c1-6694-409e-9fe9-f0389b65f918,643a90c1-6694-409e-9fe9-f0389b65f918,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:57 -0600,,http://maps.indiana.edu/download/Environment/Ecology_Ecoregions.zip,,,,,,,http://maps.indiana.edu/previewMaps/Environment/Ecology_Ecoregions.html,,,,,,,,,,,,,,,,
Eight-digit Subbasin Watershed Boundaries: Indiana,"","The following is extracted from USDA, NRCS metadata --  ""This data set, part of the Watershed Boundary data set (WBD), is a complete digital hydrologic unit boundary layer to the Subbasin (8-digit) 4th level for the entire United States. This data set consists of geo-referenced digital data and associated Attributes created in accordance with the ""Federal Guidelines, Requirements, and Procedures for the National Watershed Boundary data set; Chapter 3 of Section A, Federal Standards, Book 11, Collection and Delineation of Spatial Data; Techniques and Methods 11-A3"" (04/01/2009). http://www.ncgc.nrcs.usda.gov/products/data sets/watershed/index.html. Polygons are Attributed with hydrologic unit codes for 1st (Region), 2nd (Sub-Region), 3rd (Basin), and 4th (Sub-Basin) Hydrologic Unit Level codes, names, Sub-Basin acres and square miles.""",eng,"","",Indiana. Geological Survey|United States. Department of Agriculture,fst00537164|fst01852329,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Inland waters,Watersheds|2022-creator-sprint,2011,2011-06-08,2011,2011-2011,Indiana,"POLYGON((-88.5276 42.3702, -83.4288 42.3702, -83.4288 37.5215, -88.5276 37.5215, -88.5276 42.3702))","-88.5276,37.5215,-83.4288,42.3702","39.94585,-85.9782",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Hydrology/Watersheds_HUC08_2009.png,142c7572-9a7d-46bf-af21-fadb50dde312,142c7572-9a7d-46bf-af21-fadb50dde312,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:57 -0600,,http://maps.indiana.edu/download/Hydrology/Watersheds_HUC08_2009.zip,,,,,,,http://maps.indiana.edu/previewMaps/Hydrology/Watersheds_HUC08_2009.html,,,,,,,,,,,,,,,,
"Electric Power Facilities, Derived from HAZUS: Indiana","","POWER_HAZUS_IN is a point shapefile that shows locations of electric power facilities in Indiana. POWER_HAZUS_IN was derived from the shapefile named ""ELECTRIC."" A predecessor shapefile of ELECTRIC, named ""EFA.SHP,"" was obtained by the Indiana Geological Survey (IGS) from the Federal Emergency Management Agency (FEMA) and the National Institute of Building Sciences (NIBS). The shapefile was included on a CD-ROM (titled ""arcHAZUS97, Eastern US"") that is the product of a program referred to as ""HAZUS, The FEMA Tool for Estimating Earthquake Losses."" The original shapefile (referred to as ""EFA.SHP"") has been modified by personnel of the IGS. This metadata was created by personnel of IGS, using information included in the HAZUS user's manuals. Data for the predecessor shapefile was obtained from a FEMA Database (1992)(HAZUS99, Technical and User Manuals, Appendices.pdf, Appendix D, Summary of Inventory Databases).",eng,"","",United States. Federal Emergency Management Agency,fst00528615,"",IndianaMAP,Datasets|Web services,Point data|Vector data,State government records,Utilities|Structure,|2022-creator-sprint,2002,2002-06-26,2002,2002-2002,Indiana,"POLYGON((-88.1607 41.7753, -84.6882 41.7753, -84.6882 37.7554, -88.1607 37.7554, -88.1607 41.7753))","-88.1607,37.7554,-84.6882,41.7753","39.76535,-86.42445000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Infrastructure/Energy_HAZUS_Power_Facilities.png,6ad1cf0b-a66b-466d-814f-5b1e28a28a06,6ad1cf0b-a66b-466d-814f-5b1e28a28a06,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:21 -0500,2023-01-26 11:55:57 -0600,,http://maps.indiana.edu/download/Infrastructure/Energy_HAZUS_Power_Facilities.zip,,,,,,,http://maps.indiana.edu/previewMaps/Infrastructure/Energy_HAZUS_Power_Facilities.html,,,,,,,,,,,,,,,,
Electric Service Territories: Indiana,"","The layer was created to visually represent, as accurately as possible, the electric service territories served by the regulated electric service providers in the state of Indiana, pursuant to Cause Number 42868 (Indiana Utility Regulatory Commission) to establish an online GIS mapping environment to house, edit, and display visual interpretations or electric service territory rulings filed before and ruled by the Indiana Utility Regulatory Commission. The data represented in this layer is strictly a visual aide and a best interpretation of the legally approved Electric Service Territories as ruled by the Indiana Utility Regulatory Commission (IURC). These data are not legally binding or necessarily fully representative of the legal rulings. These data were provided by personnel of the IURC on May 21, 2007, and subsequently updated on February 19, 2014, June 11, 2014, August 6, 2014, April 14, 2015, May 2, 2016, November 23, 2016, and June 29, 2017.",eng,"","",Indiana. Utility Regulatory Commission,fst00635644,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Structure|Boundaries,|2022-creator-sprint,2017,2017-06-29,2017,2017-2017,Indiana,"POLYGON((-88.1606 41.7811, -84.6882 41.7811, -84.6882 37.7553, -88.1606 37.7553, -88.1606 41.7811))","-88.1606,37.7553,-84.6882,41.7811","39.7682,-86.42439999999999",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Infrastructure/Energy_Electric_Service_Territories.png,4a9edca3-19fa-44b6-bcfd-aab2dee12e86,4a9edca3-19fa-44b6-bcfd-aab2dee12e86,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:26 -0500,2023-01-26 11:55:57 -0600,,http://maps.indiana.edu/download/Infrastructure/Energy_Electric_Service_Territories.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
Elevation Contours of from 7.5-Minute Topographic Quadrangle Maps: Indiana,"","CONTOURS_24K_USGS_IN.GDB is an Esri File Geodatabase containing elevation contours produced at a scale of 1:24,000, grouped into three line feature classes named ""Contours_24K_Hardlines,"" ""Contours_24K_Major_50Ft,"" and ""Contours_24K_Minor."" Annotation feature classes (""Anno_16K"" and ""Anno_3_10"") are also present to aid the user in labeling the contour data inside GIS software. Elevation values are in feet.  The following is extracted from metadata of the United States Geological Survey for the original DLGs:  ""Digital line graph (DLG) data are digital representations of cartographic information. DLGs of map features are converted to digital form from maps and related sources... All DLG data distributed by the USGS are DLG - Level 3 (DLG-3), which means the data contain a full range of attribute codes, have full topological structuring, and have passed certain quality-control checks.""",eng,"","",Indiana. Geological Survey|United States Geological Survey (USGS),fst00537164|null,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Property,|2022-creator-sprint,2015,2015-11-18,2015,2015-2015,Indiana,"POLYGON((-88.0929 41.5403, -84.7052 41.5403, -84.7052 37.7876, -88.0929 37.7876, -88.0929 41.5403))","-88.0929,37.7876,-84.7052,41.5403","39.66395,-86.39905",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Geodatabase,,,http://maps.indiana.edu/images/Reference/Elevation_Contours_24k_USGS.png,6546aac4-632f-4a73-8a0a-46615b41864a,6546aac4-632f-4a73-8a0a-46615b41864a,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:57 -0600,,http://maps.indiana.edu/download/Reference/Elevation_Contours_24k_USGS.zip,,,,,,,http://maps.indiana.edu/previewMaps/Reference/Elevation_Contours_24k_USGS.html,,,,,,,,,,,,,,,,
"Elevation Ranges of the Colchester Coal Member (Linton Formation, Pennsylvanian) in West-Central Indiana: Indiana","","In the past a series of reports on coal resources of selected counties in Indiana were published as part of the Special Report series of the Indiana Geological Survey. These reports included maps showing extent of the Colchester Coal Member (Linton Formation, Pennsylvanian). The extent maps were based on coal-test records, mine-map notations, and interpretations of geophysical logs that are included in the files of the Indiana Geological Survey. Since 1980, staff members of the Indiana Geological Survey (IGS) have also collected and entered coal resource information into the NCRDS Database as a cooperative project with the U.S. Geological Survey (USGS). The purpose of NCRDS Database is to provide a means of rapid retrieval of point-source coal resource information, including coal location, extent, and other parameters. Based on all available NCRDS data and data provided by Phil Ames from the Peabody Coal Company as of August 2014, a new map of Colchester Coal Member extent was created. It is the most current extent map of the Colchester Coal Member. Because additional data on coal extent are obtained by the Indiana Geological Survey on an annual basis, interested users may wish to contact the IGS for information on these more up-to-date sources.",eng,"","",Indiana. Geological Survey,fst00537164,"",IndianaMAP,Datasets|Web services,Polygon data|Vector data,State government records,Geology,Geology|2022-creator-sprint,2014,2014-04-11,2014,2014-2014,"Indiana|West Lafayette, Indiana","POLYGON((-88.1286 39.9239, -87.0871 39.9239, -87.0871 38.7705, -88.1286 38.7705, -88.1286 39.9239))","-88.1286,38.7705,-87.0871,39.9239","39.3472,-87.60785000000001",false,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,09a-01,"","","","","","","",Public,Shapefile,,,http://maps.indiana.edu/images/Geology/Coal_Colchester_Elevation.png,f13e9885-bf4b-46eb-81a4-06c213d78f1a,f13e9885-bf4b-46eb-81a4-06c213d78f1a,09a-01,,,2019-03-28,,Active,unpublished,false,false,"",,2021-05-07 17:56:28 -0500,2023-01-26 11:55:57 -0600,,http://maps.indiana.edu/download/Geology/Coal_Colchester_Elevation.zip,,,,,,,http://maps.indiana.edu/layerGallery.html,,,,,,,,,,,,,,,,
