id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"5ce15c4be39f4bc4a6a774f8f37843d2","IndianaMap","Mon, 16 May 2022 13:37:04 GMT","Thu, 01 Feb 2024 15:16:11 GMT","Soil Special Feature Lines SSURGO","Feature Service","This feature class represents the special soil features that are delineated as one or more lines. It is generally the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The features are linked to attributes in the featdesc attribute table. The map data are in a state-wide extent format.","geoscientificInformation,farming,soils,Geospatial Data Gateway,Soil Survey,gSSURGO,SSURGO,environment","The dataset was created for use in national, regional, and state-wide resource planning and analysis of soils data. The Soil Survey Geographic (SSURGO) Database depicts information about the kinds and distribution of soils on the landscape. The soil map and data used in the SSURGO product were prepared by soil scientists as part of the National Cooperative Soil Survey.","","Soil Survey Staff. Gridded Soil Survey Geographic (gSSURGO) Database for Indiana. United States Department of Agriculture, Natural Resources Conservation Service. Available online at http://datagateway.nrcs.usda.gov/. 20210909 (FY2022 official release).","The U.S. Department of Agriculture, Natural Resources Conservation Service, should be acknowledged as the data source in products derived from these data.This dataset is not designed for use as a primary regulatory tool in permitting or siting decisions, but may be used as a reference source. This is public information and may be interpreted by organizations, agencies, units of government, or others based on needs; however, they are responsible for the appropriate application. Federal, State, or local regulatory bodies are not to reassign to the Natural Resources Conservation Service any authority for the decisions that they make. The Natural Resources Conservation Service will not perform any evaluations of these maps for purposes related solely to State or local regulatory programs. Digital data files are periodically updated. Files are dated, and users are responsible for obtaining the latest version of the data.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/Soil_Special_Feature_Lines_SSURGO/FeatureServer","public","custom","IndianaMap","-88.07403693799995,37.782698828000036,-84.79561516399997,41.760056475000056",""
"6594315eb6d542ab9b09d310327658ef","IndianaMap","Thu, 18 May 2023 15:08:15 GMT","Thu, 16 May 2024 15:17:47 GMT","IDNR Historic Bridges","Feature Service","This dataset contains point locations of historic bridges in . It includes buildings, districts, sites, structures and objects that are were at least 40 years old at the time of survey. It is not complete, may be inaccurate, and may be modified as new information is prepared. The absence of information in a particular location does not necessarily indicate that no such resources exist in said location. Absence of information in a particular location may be due simply to a lack of survey investigations of said location.","DNR,SHAARD,DHPA,Indiana,historic,cemeteries,historic bridges,historic structures,national register","This dataset is a read-only view of historic bridges compiled by the IDNR division of historic preservation and archaeology. Attributes include a SHAARD ID, rating, and bridge name.","","Indiana Department of Natural Resources, Division of Historic Preservation and Archaeology","This dataset was compiled by the Indiana Department of Natural Resources, Division of Historic Preservation and Archaeology, using data believed to be reasonably accurate; however a degree of error is inherent in all data. This product is distributed “AS-IS” without warranties of any kind, either expressed or implied, including but not limited to warranties of suitability to a particular purpose or use. No attempt has been made in either the design or production of this data to define the limits or jurisdiction of any federal, state or local government. This data is intended for use only at the published scale or smaller and is for reference purposes only. It is not to be construed as a legal document or survey instrument. A detailed on-the-ground survey and historical analysis of a single site may differ from this data. The risk or liability resulting from the use of this product is assumed by the user. The publisher shares no liability wit product users indirect, incidental, special, or consequential damages whatsoever, including, but not limited to, loss of revenue or profit, lost or damaged data or other commercial or economic loss. The Indiana Department of Natural Resources is not responsible for claims by third party.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/IDNR_Historic_Bridges/FeatureServer","public","custom","IndianaMap","",""
"67ae17877937442dbf454390df3cc803","IndianaMap","Mon, 19 Sep 2022 15:26:13 GMT","Thu, 01 Feb 2024 15:16:36 GMT","IDNR Water Well Locations","Feature Service","The Division of Water Ground Water Database has approximately 407,000 water well records, and of those, approximately 147,000 have been field located and have x, y (UTM) coordinates. Approximately 39,000 were located based on address geocoding. The remaining records have no utms and cannot be easily utilized in a GIS format. The purpose of this dataset was to include those wells with UTM coordinates and to approximate the UTM coordinates for the others based on the most precise of county, or Township, Range, Section, quarter sections (TRS) locations available from office locating, which is effectively the centroid of the smallest known section or quarter sections; thus, increasing the amount of data available for display and analysis in a GIS format. This dataset is combination of the located water well records and the water well records for which an estimated location was able to be determined using the methods described below. This leaves less than 15,000 records with no UTM's associated with them. This dataset and associated table has selected fields from the main digital water well database that are typically needed for most research. This file is a digital geospatial point feature class of both located water well records (which include UTM coordinates) and unlocated water well records. The estimated locations used for the unlocated wells were based on the polygon centroid values for the smallest indicated county, section, quarter, quarter-quarter, or quarter-quarter-quarter section (as indicated in the database) for over 221,000 water well records and for about 39,000 water well records the UTM's were obtained from address geocoding using the owners address, a generally more accurate method (see process steps below).","DNR,well,water","Indiana DNR water well records READ-ONLY","","It is requested that the Indiana Department of Natural Resources, Division of Water be cited in any products generated from this data. The following source citation should be included: Water Well Locations in Indiana, Indiana Department of Natural Resources.","Acknowledgement of the following agency in products derived from this data: Indiana Department of Natural Resources, Division of Water. This data set was compiled by Indiana Department of Natural Resources, Division of Water, using data believed to be reasonably accurate; however, a degree of error is inherent in all data. This product is distributed ""AS-IS"" without warranties of any kind, either expressed or implied, including but not limited to warranties of suitability to a particular purpose or use. No attempt has been made in either the design or production of this data to define the limits or jurisdiction of any federal, state, or local government. This data is intended for use only at the published scale or smaller and is for reference purposes only. It is not to be construed as a legal document or survey instrument. A detailed on-the-ground survey and historical analysis of a single site may differ from this data. LIABILITY: The product is provided ""AS IS"", without any other warranties or conditions, expressed or implied, including, but not limited to, warranties for product quality, or suitability to a particular purpose or use. The risk or liability resulting from the use of this product is assumed by the user. The publisher shares no liability with product users indirect, incidental, special, or consequential damages whatsoever, including, but not limited to, loss of revenue or profit, lost or damaged data or other commercial or economic loss. Indiana Department of Natural Resources, Division of Water is not responsible for claims by a third party. The information on this data is proprietary to the State of Indiana, Indiana Department of Natural Resources, Division of Water. Any copying, adaptation, or distribution of this data without the express written consent of IDNR-DOW is discouraged.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/WaterWells_DNR_Water_IN_1/FeatureServer","public","custom","Indiana Department of Natural Resources","",""
"5a409a8d9da1405baebaf2074824d176","IndianaMap","Mon, 25 Sep 2023 15:15:20 GMT","Thu, 01 Feb 2024 15:16:15 GMT","US National Grid Boundaries","Feature Service","This feature layer, utilizing data from the Federal Geographic Data Committee (FGDC), displays the U.S. National Grid (USNG). The FGDC provides standards for a National Grid. Per the FGDC, ""The objective of this standard is to create a more favorable environment for developing location-based services within the United States and to increase the interoperability of location services appliances with printed map products by establishing a nationally consistent grid reference system as the preferred grid for National Spatial Data Infrastructure (NSDI) applications.  This standard defines the US National Grid.  The U.S. National Grid is based on universally defined coordinate and grid systems and can, therefore, be easily extended for use world-wide as a universal grid reference system.""","US National Grid,USNG,FGDC,Federal Geographic Data Committee,NSDI,National Spatial Data Infrastructure,grid reference system,grid,reference system,plane coordinate system,glopal positioning system,geographic coordinate system,GPS,GCS,coordinate system,boundaries","This dataset contains polygon features representing boundaries of US National Grid zones. It provides a nationally consistent grid reference system.","","Federal Geographic Data Committee (FGDC)","LIMITATION OF WARRANTIES AND LIABILITY - This product is provided ""AS IS"", without any other warranties or conditions, expressed or implied, including, but not limited to, warranties for product quality, or suitability to a particular purpose or use. The risk or liability resulting from the use of this product is assumed by the user. The Indiana Geographic Information Office shares no liability with product users indirect, incidental, special, or consequential damages whatsoever, including, but not limited to, loss of revenue or profit, lost or damaged data or other commercial or economic loss. The Indiana Geographic Information Office is not responsible for claims by a third party.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/US_National_Grid_Boundaries/FeatureServer","public","custom","IndianaMap","-89.99999973099995,31.999999523000042,-83.99999968999998,47.99999952300004",""
"5b139f2c08f04e81b448c465f33cad36","IndianaMap","Wed, 16 Aug 2023 15:16:25 GMT","Wed, 16 Aug 2023 15:16:26 GMT","NASS Crop Cover 2022","Map Service","The CDL is a crop-specific land cover classification product of more than 100 crop categories grown in the United States. CDLs are derived using a supervised land cover classification of satellite imagery. The supervised classification relies on first manually identifying pixels within certain images, often called training sites, which represent the same crop or land cover type. Using these training sites, a spectral signature is developed for each crop type that is then used by the analysis software to identify all other pixels in the satellite image representing the same crop. Using this method, a new CDL is compiled annually and released to the public a few months after the end of the growing season through the online CropScape data portal.","Crop,Agriculture,NASS,USDA","The CDL is a raster, geo-referenced, crop-specific land cover data layer created annually for the continental United States using moderate resolution satellite imagery and extensive agricultural ground reference.","","","LIMITATION OF WARRANTIES AND LIABILITY - This product is provided ""AS IS"", without any other warranties or conditions, expressed or implied, including, but not limited to, warranties for product quality, or suitability to a particular purpose or use. The risk or liability resulting from the use of this product is assumed by the user. The Indiana Geographic Information Office shares no liability with product users indirect, incidental, special, or consequential damages whatsoever, including, but not limited to, loss of revenue or profit, lost or damaged data or other commercial or economic loss. The Indiana Geographic Information Office is not responsible for claims by a third party.","en-us","https://gisdata.in.gov/server/rest/services/NASS_Crop_Cover_2022/MapServer","public","custom","IndianaMap","-88.5834673159131,37.5159974674733,-84.1836364539948,42.0149868690362",""
"6361d48ea6474579be22ce8371f49798","IndianaMap","Fri, 19 Aug 2022 12:18:17 GMT","Mon, 20 May 2024 15:11:32 GMT","Bedrock Geology","Feature Service","BEDROCK_GEOL_MM48_IN is a polygon shapefile that shows bedrock geology of the state of Indiana  at a scale of 1:500,000. The mapped stratigraphic units include systems and selected groups,  formations, and other stratigraphic units.","geoscientificInformation,Indiana Geological Survey,IGS,geology,bedrock,stratigraphy,geologic map,geologic mapping,Indiana,Adams County,Allen County,Bartholomew County,Benton County,Blackford County,Boone County,Brown County,Carroll County,Cass County,Clark County,Clay County,Clinton County,Crawford County,Daviess County,Dearborn County,Decatur County,Dekalb County,Delaware County,Dubois County,Elkhart County,Fayette County,Floyd County,Fountain County,Franklin County,Fulton County,Gibson County,Grant County,Greene County,Hamilton County,Hancock County,Harrison County,Hendricks County,Henry County,Howard County,Huntington County,Jackson County,Jasper County,Jay County,Jefferson County,Jennings County,Johnson County,Knox County,Kosciusko County,Lagrange County,Lake County,LaPorte County,Lawrence County,Madison County,Marion County,Marshall County,Martin County,Miami County,Monroe County,Montgomery County,Morgan County,Newton County,Noble County,Ohio County,Orange County,Owen County,Parke County,Perry County,Pike County,Porter County,Posey County,Pulaski County,Putnam County,Randolph County,Ripley County,Rush County,Scott County,Shelby County,Spencer County,Starke County,Steuben County,St Joseph County,Sullivan County,Switzerland County,Tippecanoe County,Tipton County,Union County,Vanderburgh County,Vermillion County,Vigo County,Wabash County,Warren County,Warrick County,Washington County,Wayne County,Wells County,White County,Whitley County","BEDROCK_GEOL_MM48_IN was created to provide a digital coverage of the bedrock geology of the state
of Indiana, suitable for use in a GIS, from a preexisting published paper map (Gray, H.H., Ault,
C.H., and Keller, S.J., 1987, Bedrock Geologic Map of Indiana, Indiana Geological Survey
Miscellaneous Map 48). The mapped stratigraphic units include systems and selected groups,
formations, and other stratigraphic units.
This particular version of the shapefile was produced by the Indiana Geological Survey as part of an effort to populate the
National Geothermal Data System (NGDS) with data in a digital form.
This material is based upon work supported by the Department of Energy and the Arizona Geological Survey
under Prime Award Number DE-EE0002850 and Sub-Award Number IN-EE002850.","","Indiana Geological and Water Survey (IGWS)","DATA DISCLAIMER  This data set was compiled by Indiana University, Indiana Geological  Survey, using data believed to be accurate; however, a degree of error  is inherent in all data. This product is distributed ""AS-IS"" without  warranties of any kind, either expressed or implied, including but not  limited to warranties of suitability of a particular purpose or use. No  attempt has been made in either the designed format or production of these data to  define the limits or jurisdiction of any federal, state, or local  government.    These data are intended for use only at the published scale or smaller and are for  reference purposes only. They are not to be construed as a legal document or survey  instrument. A detailed on-the-ground survey and historical analysis of a single  site may differ from this data.  It is requested that the Indiana Geological Survey be cited in any  products generated from this data.  The following source citation should be  included: [BEDROCK_GEOL_MM48_IN: Bedrock Geology of Indiana (Indiana Geological  Survey, 1:500,000, Polygon Shapefile)]    WARRANTY  Indiana University, Indiana Geological Survey warrants that the media on  which this product is stored will be free from defect in materials and  workmanship for ninety (90) days from the date of acquisition. If such a  defect is found, return the media to Publication Sales, Indiana  Geological Survey, 1001 E 10th St, Bloomington, Indiana 47405-1405,  and it will be replaced free of charge.    LIMITATION OF WARRANTIES AND LIABILITY  Except for the expressed warranty above, the product is provided ""AS IS"",  without any other warranties or conditions, expressed or implied,  including, but not limited to, warranties for product quality, or  suitability to a particular purpose or use. The risk or liability  resulting from the use of this product is assumed by the user. Indiana  University, Indiana Geological Survey shares no liability with product  users indirect, incidental, special, or consequential damages whatsoever,  including, but not limited to, loss of revenue or profit, lost or damaged  data or other commercial or economic loss. Indiana University, Indiana  Geological Survey is not responsible for claims by a third party. The  maximum aggregate liability to the original purchaser shall not exceed  the amount paid by you for the product.    This report was prepared as an account of work sponsored by an agency of the  United States Government. Neither the United States Government nor any agency  thereof, nor any of their employees, makes any warranty, express or implied,  or assumes any legal liability or responsibility for the accuracy, completeness,  or usefulness of any information, apparatus, product, or process disclosed, or  represents that its use would not infringe privately owned rights. Reference  herein to any specific commercial product, process, or service by trade name,  trademark, manufacturer, or otherwise does not necessarily constitute or imply  its endorsement, recommendation, or favoring by the United States Government  or any agency thereof. The views and opinions of authors expressed herein do  no necessarily state or reflect those of the United States Government or any  agency thereof.","en-us","https://portal.igs.indiana.edu/arcgis/rest/services/Bedrock_Geology/FeatureServer","public","custom","Indiana Geological Survey","-88.0972116141999,37.7717604032351,-84.7845454497021,41.7607075758688",""
"726429746f0c4185b1ef07760e4409b9","IndianaMap","Fri, 28 Apr 2023 14:48:41 GMT","Wed, 15 May 2024 15:16:36 GMT","Hospital Locations 2023","Feature Service","This dataset contains locations of Hospitals within Indiana. The dataset only includes hospital facilities based on data acquired from state departments or federal sources which has been referenced in the SOURCE field. Hospital facilities which do not occur in these sources will be not present in the database. The source data was available in a variety of formats (pdfs, tables, webpages, etc.) which was cleaned and geocoded and then converted into a spatial database. The database does not contain nursing homes or health centers. Hospitals have been categorized into children, chronic disease, critical access, general acute care, long term care, military, psychiatric, rehabilitation, special, and women based on the range of the available values from the various sources after removing similarities. In this version any information contained in ADDRESS2 field found in earlier versions of this dataset has been merged with the ADDRESS field and the ADDRESS2 field has been deleted.","Health,Healthcare,Hospitals,Emergency Response,Critical Facilities","This dataset contains point features representing Hospitals derived from various sources (refer to the SOURCE field). This dataset was downloaded from the Homeland Infrastructure Foundation-Level Data (HIFLD) database and republished by IGIO staff on 4/28/2023. (https://gii.dhs.gov/HIFLD)‎","","","LIMITATION OF WARRANTIES AND LIABILITY - This product is provided ""AS IS"", without any other warranties or conditions, expressed or implied, including, but not limited to, warranties for product quality, or suitability to a particular purpose or use. The risk or liability resulting from the use of this product is assumed by the user. The Indiana Geographic Information Office shares no liability with product users indirect, incidental, special, or consequential damages whatsoever, including, but not limited to, loss of revenue or profit, lost or damaged data or other commercial or economic loss. The Indiana Geographic Information Office is not responsible for claims by a third party.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/Hospitals_2023/FeatureServer","public","custom","IndianaMap","-87.58983220999994,37.95613074000005,-84.88253391999996,41.72004604000006",""
"7318989fc2e4490f9a508bc90dabf985","IndianaMap","Fri, 05 May 2023 13:39:29 GMT","Thu, 01 Feb 2024 15:15:02 GMT","100K USGS Quadrangle Boundaries","Feature Service","Virtually all of the conterminous United States and Hawaii are covered by 30- x 60-minute quadrangle maps at a scale of 1:100,000. Most of these maps are derived from 1:24,000-scale maps, but they show distances and contour intervals in meters. Contours are at intervals of 5, 10, 20, or 50 meters, depending on terrain relief. (Also see County Maps.) Some 1:100,000-scale quadrangle maps are published in planimetric editions, without contours, Bureau of Land Management editions showing Surface Management Status and Surface Minerals Management Status are also available, primarily in the western States.","USGS,Topos,Index,Topographic,Topographic Map,Quadrangle,Quad,Quadrangle Map","This dataset contains polygon features representing an index of 30 x 60 minute (1:100,000 scale) quadrangle maps maintained by the USGS. Attributes include a Cell ID that can be referenced in USGS tools and the quadrangle map name. Data was downloaded in shapefile format before publishing from the USGS National Map Downloader on 5/4/2023 (https://apps.nationalmap.gov/downloader/).","","U.S. Geological Survey (USGS)","LIMITATION OF WARRANTIES AND LIABILITY - This product is provided ""AS IS"", without any other warranties or conditions, expressed or implied, including, but not limited to, warranties for product quality, or suitability to a particular purpose or use. The risk or liability resulting from the use of this product is assumed by the user. The Indiana Geographic Information Office shares no liability with product users indirect, incidental, special, or consequential damages whatsoever, including, but not limited to, loss of revenue or profit, lost or damaged data or other commercial or economic loss. The Indiana Geographic Information Office is not responsible for claims by a third party.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/100K_USGS_Quadrangle_Boundaries/FeatureServer","public","custom","IndianaMap","-89.00000583999997,37.500006993000056,-84.00000438799998,42.00000806800006",""
"4b6d5a1b768040dfbf1a9db4c63b435d","IndianaMap","Mon, 22 Aug 2022 18:51:00 GMT","Thu, 01 Feb 2024 15:17:43 GMT","Seismic Shaking Materials Response","Feature Service","SEISMIC_SHAKING_PREDICTED_RESPONSE_RP35_IN is a polygon shapefile that shows the distribution and  classification of National Earthquake Hazards Reduction Program (NEHRP) soil types. This shapefile represents  the first attempt to assign reasonable NEHRP soil classifications to the geologic materials  throughout Indiana.    The NEHRP soil classifications are based on geologic and engineering response to earthquake-induced ground  shaking. NEHRP links the physical properties of soils, such as shear strength and effect on shear-wave  velocity propagation, to ensure a uniform classification for nonlithified materials in the context of their  performance when subjected to seismically induced ground shaking. Ranked A through F, the correct NEHRP soil  class is best determined from the average shear-wave velocity of the soil column.    Attributes include the following NEHRP soil classes (Hill and Foshee, 2008, Table 1, p. 5):    A - Hard rock; average shear-wave velocity greater than 1,500 meters per second; amplification factor equal to 0.08.  Note that Class A is not present in Indiana.    B - Rock; average shear-wave velocity 760 to 1,500 meters per second; amplification factor equal to 1.0.    C - Hard and (or) stiff to very stiff soils, including most gravel; average shear-wave velocity 360 to 760 meters  per second; amplification factor equal to 1.1 to 1.2.    D - Sands, silts, and (or) stiff to very stiff clays, and some gravel; average shear-wave velocity 180 to 360  meters per second; amplification factor equal to 1.2 to 1.6.    E - Small to moderate thickness (10 to 50 feet), soft to medium-stiff clay, plasticity index greater than 20,  moisture greater than 40 percent; average shear-wave velocity is less than 180 meters per second; amplification  factor equal to 1.2 to 2.5.    F - Soils vulnerable to potential failure or collapse under seismic loading, including liquifiable soils, quick  and sensitive clays, and collapsible, weakly cemented soils; average shear-wave velocity is not applicable; amplification  factor is not applicable.    The following is excerpted from Indiana Geological Survey Report of Progress 35:    ""The distribution and classification of soil types are essential to understanding the response of geologic  materials to ground shaking induced by earthquakes. Thirty-seven shear-wave velocities were measured in soft  sediments at various localities throughout Indiana, twenty-eight sites of which were measured using downhole  methods in freshly augered and cased wells. Purdue University provided eight additional shear-wave profiles  from eight sites in their Agricultural Centers; also included is a profile from one other site in Vanderburgh  County. These data, coupled with the thickness of the unconsolidated materials, were used to determine the  potential amplification of earthquake-induced ground shaking. This report begins the process of defining the  response of geologic materials to ground shaking induced by an earthquake having an epicenter within Indiana  or nearby states. It is intended to be a tool to enhance the performance of the computer program HAZUS,  developed by the U.S. Federal Emergency Management Agency to model the effects of earthquakes and to assess  damage scenarios.    ""Plate 1 of this report, a map of Indiana at a scale of 1:500,000 showing the predicted response of geologic  materials to seismically induced ground shaking, is intended only for regional planning purposes and is not a  substitute for on-site shear-wave measurements and geotechnical data. Continued field work is anticipated, the  results of which will enhance the accuracy and value of the map.""","geoscientificInformation,Indiana Geological Survey (IGS),Geology,Surficial Geology,Quaternary,Stratigraphy,Earthquake,Ground shaking,Seismic,Soil classification,Shear-wave velocity,National Earthquake Hazard Reductions Program (NEHRP),Federal Emergency Management Agency (FEMA),Indiana Department of Homeland Security (IDHS),Indiana,Adams County,Allen County,Bartholomew County,Benton County,Blackford County,Boone County,Brown County,Carroll County,Cass County,Clark County,Clay County,Clinton County,Crawford County,Daviess County,Dearborn County,Decatur County,Dekalb County,Delaware County,Dubois County,Elkhart County,Fayette County,Floyd County,Fountain County,Franklin County,Fulton County,Gibson County,Grant County,Greene County,Hamilton County,Hancock County,Harrison County,Hendricks County,Henry County,Howard County,Huntington County,Jackson County,Jasper County,Jay County,Jefferson County,Jennings County,Johnson County,Knox County,Kosciusko County,Lagrange County,Lake County,LaPorte County,Lawrence County,Madison County,Marion County,Marshall County,Martin County,Miami County,Monroe County,Montgomery County,Morgan County,Newton County,Noble County,Ohio County,Orange County,Owen County,Parke County,Perry County,Pike County,Porter County,Posey County,Pulaski County,Putnam County,Randolph County,Ripley County,Rush County,Scott County,Shelby County,Spencer County,Starke County,Steuben County,St Joseph County,Sullivan County,Switzerland County,Tippecanoe County,Tipton County,Union County,Vanderburgh County,Vermillion County,Vigo County,Wabash County,Warren County,Warrick County,Washington County,Wayne County,Wells County,White County,Whitley County","SEISMIC_SHAKING_PREDICTED_RESPONSE_RP35_IN was created to provide a digital coverage of the predicted response
of geologic materials in Indiana to ground shaking induced by earthquakes.","","","DATA DISCLAIMER    This data set was compiled by Indiana University, Indiana Geological  Survey, using data believed to be accurate; however, a degree of error  is inherent in all data. This product is distributed ""AS-IS"" without  warranties of any kind, either expressed or implied, including but not  limited to warranties of suitability of a particular purpose or use. No  attempt has been made in either the designed format or production of these data to  define the limits or jurisdiction of any federal, state, or local  government.    These data are intended for use only at the published scale or smaller and are for  reference purposes only. They are not to be construed as a legal document or survey  instrument. A detailed on-the-ground survey and historical analysis of a single  site may differ from this data.    It is requested that the Indiana Geological Survey be cited in any  products generated from this data.  The following source citation should be  included: [SEISMIC_SHAKING_PREDICTED_RESPONSE_RP35_IN: Predicted Responses of Geologic  Materials to Seismically Induced Ground Shaking (Indiana Geological Survey, 1:500,000,  Polygon Shapefile)]    WARRANTY    Indiana University, Indiana Geological Survey warrants that the media on  which this product is stored will be free from defect in materials and  workmanship for ninety (90) days from the date of acquisition. If such a  defect is found, return the media to Publication Sales, Indiana  Geological Survey, 1001 E 10th St, Bloomington, Indiana 47405-1405,  and it will be replaced free of charge.    LIMITATION OF WARRANTIES AND LIABILITY    Except for the expressed warranty above, the product is provided ""AS IS"",  without any other warranties or conditions, expressed or implied,  including, but not limited to, warranties for product quality, or  suitability to a particular purpose or use. The risk or liability  resulting from the use of this product is assumed by the user. Indiana  University, Indiana Geological Survey shares no liability with product  users indirect, incidental, special, or consequential damages whatsoever,  including, but not limited to, loss of revenue or profit, lost or damaged  data or other commercial or economic loss. Indiana University, Indiana  Geological Survey is not responsible for claims by a third party. The  maximum aggregate liability to the original purchaser shall not exceed  the amount paid by you for the product.","en-us","https://portal.igs.indiana.edu/arcgis/rest/services/Seismic_Shaking_Materials_Response/FeatureServer","public","custom","Indiana Geological Survey","-88.0978944371221,37.7717490270488,-84.7845820964741,41.7613822272416",""
"610bce0285d74f0188f358dabf4e01fc","IndianaMap","Wed, 03 May 2023 16:37:19 GMT","Thu, 01 Feb 2024 15:11:34 GMT","Census Major Roads 2020","Feature Service","Primary roads are generally divided limited-access highways within the Federal interstate highway system
or under state management. Interchanges and ramps distinguish these roads, and some are toll
highways. The primary roads shapefile contains all linear street features with a MTFCC of primary roads
(S1100) in the MTDB.
The primary and secondary roads shapefile contains all linear street features with MTFCCs of primary
roads (S1100) or secondary roads (S1200) in the MTDB. Secondary roads are main arteries, usually in
the U.S. highway, state highway, or county highway system. These roads have one or more lanes of
traffic in each direction, may or may not be divided, and usually have at-grade intersections with many
other roads and driveways. These roads often have both a local name and a route number. The primary and secondary roads shapefile contains all linear street features with MTFCCs of primary
roads (S1100) or secondary roads (S1200) in the MTDB. Secondary roads are main arteries, usually in
the U.S. highway, state highway, or county highway system. These roads have one or more lanes of
traffic in each direction, may or may not be divided, and usually have at-grade intersections with many
other roads and driveways. These roads often have both a local name and a route number.","Roads,Highways,Census,Transportation,Streets","This dataset contains line features representing primary and secondary roads (major roads) maintained by the US Census Bureau in 2020.

From the TIGER/Line Technical Documentation: The Primary and Secondary Roads shapefile contains all linear street features with MTFCCs of primary roads (S1100) or secondary roads (S1200) in the MTS. Secondary roads are main arteries, usually in the U.S. highway, state highway, or county highway system. These roads have one or more lanes of traffic in each direction, may or may not be divided, and usually have at-grade intersections with many other roads and driveways. These roads often have both a local name and a route number.","","United States Census Bureau (USCB)","LIMITATION OF WARRANTIES AND LIABILITY - This product is provided ""AS IS"", without any other warranties or conditions, expressed or implied, including, but not limited to, warranties for product quality, or suitability to a particular purpose or use. The risk or liability resulting from the use of this product is assumed by the user. The Indiana Geographic Information Office shares no liability with product users indirect, incidental, special, or consequential damages whatsoever, including, but not limited to, loss of revenue or profit, lost or damaged data or other commercial or economic loss. The Indiana Geographic Information Office is not responsible for claims by a third party.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/Major_Roads_USCB_2020/FeatureServer","public","custom","IndianaMap","-88.0954316426006,37.7625224153049,-84.6956044666131,41.7771596738112",""
"536e3810117b4f5db156f76e22cdc0d6","IndianaMap","Thu, 27 Apr 2023 17:27:00 GMT","Thu, 01 Feb 2024 15:11:40 GMT","IDNR Lake Michigan Coastal Program Grant Projects and Boundaries","Feature Service","Lake Michigan Coastal Program Grant projects and boundaries","DNR,Lake Michigan Coastal Program","READ-ONLY: Lake Michigan Coastal Program Grant projects and boundaries","","Indiana Department of Natural Resources","This service, including its underlying data, is distributed “AS-IS” without warranties of any kind, either expressed or implied, including but not limited to warranties of suitability of a particular purpose or use. The data are graphical representations and are for reference purposes only. They are not to be construed as a legal document or survey instrument. The Indiana Department of Natural Resources assumes no liability. A detailed on-the-ground survey and historical analysis of individual features may differ from these data. Credit should be given to the Indiana Department of Natural Resources.","en-us","https://gisdata.in.gov/server/rest/services/Hosted/Grants_LMCP_1/FeatureServer","public","custom","IN DNR","-88.2701,37.6014,-84.5017,41.8984",""
